x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,y
0.4870564992470903,0.3789979062033297,0.3657881182196864,0.682530238011264,0.14510764162845813,0.5494183880294341,0.6088759008301021,0.7063743302494923,0.465485549496789,0.6168059836170052,0.49520446130888185,0.7287005493063432,0.4220396824790874,0.38180141207347146,0.5788377046986012,0.4896295510114164,0.574238977866709,0.49395371599172944,0.5874975738234415,0.3908894926168433,0.4477453883491952,0.3802563601113504,0.383124681380997,0.509595885873063,0.4768987468220734,0.4497222363019161
0.2420425901153471,0.5726392694508102,0.4235990188098779,0.5088343258311087,0.5820795614710146,0.4216823909383749,0.535957338535122,0.35430597752417997,0.5325226608577908,0.579268348081536,0.4214502009133058,0.8012605645710057,0.5776278875276103,0.45763953258370277,0.6001903847581874,0.33292093326772637,0.3396745108078172,0.35606429756973934,0.45887463786026705,0.4268850492202986,0.5398327300386576,0.3784590229536029,0.38284752045581205,0.6701629444403475,0.5067034838264453,0.2698183862433424
0.43261227654213497,0.5286080783567717,0.5539705162726433,0.44956923009095245,0.662507154150403,0.4420800692620548,0.7600467115825017,0.623986315589341,0.6837353061911342,0.3647172627153652,0.6116982038338572,0.5313937151129751,0.37406804187964887,0.2767167528616248,0.41129768984054116,0.4465347906635332,0.6742086230645778,0.42572182707545275,0.5563329628526359,0.30818186985325646,0.7116789222182814,0.6785459810775961,0.6013427718330704,0.6523055123352124,0.37793280594960166,0.4957833519163382
0.5789147480090373,0.5649334158762024,0.4109051879111918,0.5944675467646665,0.7172238394170994,0.4267055032186165,0.7670415218424671,0.44302212143173275,0.5055375215791955,0.5886997646676095,0.31202955334502014,0.5285609581742737,0.6666128751140917,0.3696313129641226,0.5981658942842754,0.5437410854917168,0.311374732018935,0.6689000414235071,0.4204461616891405,0.4029594118963167,0.8192562421278125,0.3801037946225947,0.5807018913165936,0.5245196132340967,0.5973294357993437,0.5015015185745035
0.3829708161204775,0.4306743168964044,0.412676922184262,0.6924523605439836,0.6393587667787227,0.3184730313729897,0.45258593645428746,0.521571779663861,0.491553820056579,0.6164645499593264,0.5883959700115994,0.49566205164134025,0.25795101380677726,0.8047954171357012,0.49031480941040334,0.591651550112978,0.539533154901989,0.6497393147782611,0.34873273242738023,0.33721203643257225,0.17324642915125849,0.5151069511492006,0.3439605747402555,0.8183774980846106,0.34159775158578837,0.2970702487248901
0.5432772818239352,0.3395403359018424,0.6600697195769278,0.07595487637904291,0.44640224435424924,0.32124083264425185,0.5353435972986017,0.39515774292111444,0.6660967378111052,0.6533492274028039,0.6320178556393529,0.34623108523852786,0.4919657909850589,0.3881431668098847,0.3832233193763966,0.5201527854446962,0.6783255863817059,0.5334142396282574,0.57610566109494,0.4039654963261681,0.5095110569553764,0.5519570492910862,0.7863119916658023,0.5071491566212852,0.4907544754771542,0.3772569133473328
0.6468557808555149,0.7216239216274513,0.5281416028346433,0.4057137678003868,0.3655657001339975,0.7286209265423078,0.6121168036365419,0.3130961345846876,0.5927892539984139,0.5731408455804509,0.5853959833169982,0.36488329893375593,0.5078982118013586,0.3406958627792439,0.49103690521069365,0.37284925527065726,0.3504567380027952,0.45017827789467957,0.6727905893305219,0.4298299322006156,0.5326358620654257,0.4888760176384438,0.4225193066460954,0.7925434749888843,0.49185006250603647,0.38772714855229196
0.5326559217534749,0.6726542471974093,0.35198292890821203,0.1732769368418845,0.35370995022499574,0.624554247137687,0.43307829379200247,0.5335420459095979,0.5425877420474176,0.5734914652145173,0.5291988618988944,0.6311022400530948,0.5288917131158426,0.40288316394270857,0.3735844103422352,0.6090945672735901,0.6678676875564277,0.5328584859096692,0.7755622666248432,0.47640976447008493,0.4263206337092186,0.45065531992694746,0.4681427718023567,0.7322479286760187,0.5903176000333592,0.34110045428178826
0.32217793178846277,0.6686049470084292,0.5906616345293177,0.46758515634220704,0.14609673458263822,0.7056658146388963,0.425491694058121,0.27563688170145806,0.42756773338483933,0.4698953334558913,0.1613718510246142,0.4040128783043422,0.554127669032719,0.21945216017774366,0.3525962690795693,0.7489978577692707,0.8317068918075616,0.2671034730801827,0.5944137225469598,0.49882409235464353,0.47102857672315934,0.8227319777752686,0.5222526712608618,0.4003334307716834,0.6587667045359307,0.4703648848291468
0.5087892197321304,0.517779242444965,0.49405444487718825,0.34190522642972854,0.47987874778538825,0.4150901453281065,0.37882751124860353,0.20696805172297011,0.5888267890168266,0.6139151137496064,0.393583713130478,0.354274575786203,0.7313294359815505,0.3293618044177993,0.48975818206377764,0.4272138861779997,0.2969853602693332,0.5392545393953372,0.4007785340114156,0.707286249518319,0.5087440220478725,0.46555519869855444,0.5923890368296268,0.3240999099107711,0.43628950025512253,0.2765688916358515
0.5427804315066633,0.40027455146379,0.5556720336190601,0.7327810737805509,0.6521697357749006,0.3784893184682596,0.6227497141671244,0.40738059972526075,0.5895300968723215,0.22444622169998418,0.43167239454365147,0.4681761739255145,0.16976750241763333,0.45719297095595457,0.6819568158867805,0.44119893579754893,0.2538932825509843,0.6122911155931607,0.6179928406359454,0.3766128364900738,0.25273088938041494,0.6257282567284769,0.36892847394247574,0.6237168747122438,0.4723006209289035,0.5240938331004295
0.5178963201851192,0.7726527823655454,0.527819640529573,0.3472013463481074,0.3446771297390695,0.4916110695559939,0.8907862610847075,0.34679008452648125,0.750009673726306,0.5737700274187557,0.5393934935537149,0.6972960321259294,0.320672278881289,0.6064797915942155,0.6531030844885152,0.5569943518547761,0.5877499662886424,0.23568374771591694,0.7889209402573253,0.5853011570207023,0.43096785197637255,0.5771565046679359,0.5134325125440033,0.7696607348220347,0.19630769139695547,0.4143623326452833
0.6945727022441661,0.4840898539828708,0.47227395965079993,0.5522999849401923,0.6485522411845832,0.5828085089273602,0.21692551267804588,0.5436024668910655,0.510375330280863,0.5037608871556503,0.42490893325013956,0.4848712938008867,0.7482737692459723,0.5076744646454103,0.44219859918712834,0.49625948287081423,0.42585980760039777,0.5136938897085153,0.4871737201725906,0.6778305591588768,0.7849723292247248,0.5207233491219607,0.7050551783467504,0.5600008115425885,0.7408380007533413,0.6593566121021721
0.5272035983811167,0.6352270292430446,0.5327273615168397,0.4068112008718083,0.42072653891505396,0.31583825774432006,0.5610481666116895,0.3949535970866936,0.6239275641008584,0.5301699780871879,0.28527307759654214,0.5581696466832323,0.4125462234594222,0.4771683300586932,0.3422957373667591,0.2346747410072773,0.5961085491188284,0.7698974897961983,0.3635859994764983,0.6941430606119641,0.6330799548059088,0.7358633934231514,0.5316058708766588,0.6268147617437184,0.3442119085840679,0.3865879109959119
0.49926596500144577,0.5445945010946477,0.39279103396829196,0.47051285228018747,0.3551140734349789,0.337797558459826,0.7458060086005746,0.1969193721323379,0.4975826761136679,0.44249852115176036,0.4394799747103083,0.7538634440369518,0.618400020344237,0.6177803510720795,0.5449161590922471,0.6517809646573769,0.2826785848067104,0.512959758160449,0.3566243384354486,0.42912620406749014,0.5017528922574758,0.6025998868582637,0.5753618601850612,0.5687370401901765,0.5928137676019278,0.46509746120309703
